student_number;first_name;last_name;gender;email_addresses;role;asso_name;asso_desc
3532542;Linda;CIROT;F;Linda.CIROT@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
3532542;Linda;CIROT;F;Linda.CIROT@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
2385670;Marie Dominique;BEUROIS;F;Marie Dominique.BEUROIS@centralesupelec.fr,Marie Dominique.BEUROIS@yahoo.com;member;Sono;
2385670;Marie Dominique;BEUROIS;F;Marie Dominique.BEUROIS@centralesupelec.fr,Marie Dominique.BEUROIS@yahoo.com;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9828995;Christophe;BARRAUD;W;Christophe.BARRAUD@centralesupelec.fr,Christophe.BARRAUD@yahoo.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9828995;Christophe;BARRAUD;W;Christophe.BARRAUD@centralesupelec.fr,Christophe.BARRAUD@yahoo.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
9828995;Christophe;BARRAUD;W;Christophe.BARRAUD@centralesupelec.fr,Christophe.BARRAUD@yahoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6638000;David;JADAUD;fille;David.JADAUD@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
6638000;David;JADAUD;fille;David.JADAUD@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6638000;David;JADAUD;fille;David.JADAUD@centralesupelec.fr;member;Impact;
1963506;Vivien;RELION;garçon;Vivien.RELION@centralesupelec.fr,Vivien.RELION@google.com;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1963506;Vivien;RELION;garçon;Vivien.RELION@centralesupelec.fr,Vivien.RELION@google.com;member;Sono;
1963506;Vivien;RELION;garçon;Vivien.RELION@centralesupelec.fr,Vivien.RELION@google.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
2466003;Leon;SOULARD;garçon;Leon.SOULARD@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
2466003;Leon;SOULARD;garçon;Leon.SOULARD@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
2466003;Leon;SOULARD;garçon;Leon.SOULARD@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1946716;Romaric;CHOQUET;garçon;Romaric.CHOQUET@centralesupelec.fr,Romaric.CHOQUET@yahoo.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1946716;Romaric;CHOQUET;garçon;Romaric.CHOQUET@centralesupelec.fr,Romaric.CHOQUET@yahoo.fr;member;Impact;
9893872;Donat;ABELLARD;H;Donat.ABELLARD@centralesupelec.fr,Donat.ABELLARD@sfr.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9893872;Donat;ABELLARD;H;Donat.ABELLARD@centralesupelec.fr,Donat.ABELLARD@sfr.fr;member;Impact;
1094114;Anne-Yvonne;DELAGE;F;Anne-Yvonne.DELAGE@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1094114;Anne-Yvonne;DELAGE;F;Anne-Yvonne.DELAGE@centralesupelec.fr;member;Sono;
3122629;Gautier;DELAPORTE;garçon;Gautier.DELAPORTE@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
3122629;Gautier;DELAPORTE;garçon;Gautier.DELAPORTE@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
3530514;Helen;RABINEAU;F;Helen.RABINEAU@centralesupelec.fr,Helen.RABINEAU@yahoo.com;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3530514;Helen;RABINEAU;F;Helen.RABINEAU@centralesupelec.fr,Helen.RABINEAU@yahoo.com;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3530514;Helen;RABINEAU;F;Helen.RABINEAU@centralesupelec.fr,Helen.RABINEAU@yahoo.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
3349644;Carinne;BABARIT;F;Carinne.BABARIT@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
3349644;Carinne;BABARIT;F;Carinne.BABARIT@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3349644;Carinne;BABARIT;F;Carinne.BABARIT@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
4265828;Denis;HODE;fille;Denis.HODE@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
4265828;Denis;HODE;fille;Denis.HODE@centralesupelec.fr;member;Sono;
2665152;Marie Odile;REVEILLERE;W;Marie Odile.REVEILLERE@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4583291;Suzy;COSNARD;fille;Suzy.COSNARD@centralesupelec.fr;member;Sono;
4583291;Suzy;COSNARD;fille;Suzy.COSNARD@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4583291;Suzy;COSNARD;fille;Suzy.COSNARD@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1663442;Théodore;BOMARD;garçon;Theodore.BOMARD@centralesupelec.fr,Theodore.BOMARD@wanadoo.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1663442;Théodore;BOMARD;garçon;Theodore.BOMARD@centralesupelec.fr,Theodore.BOMARD@wanadoo.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1663442;Théodore;BOMARD;garçon;Theodore.BOMARD@centralesupelec.fr,Theodore.BOMARD@wanadoo.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1372826;Guy-Marie;FREMY;H;Guy-Marie.FREMY@centralesupelec.fr,Guy-Marie.FREMY@free.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1372826;Guy-Marie;FREMY;H;Guy-Marie.FREMY@centralesupelec.fr,Guy-Marie.FREMY@free.fr;member;Barco;installation et exploitation de materiel video
1372826;Guy-Marie;FREMY;H;Guy-Marie.FREMY@centralesupelec.fr,Guy-Marie.FREMY@free.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
400929;Vincenzo;EDIN;H;Vincenzo.EDIN@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
400929;Vincenzo;EDIN;H;Vincenzo.EDIN@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
1942196;Constantin;LIZE;H;Constantin.LIZE@centralesupelec.fr,Constantin.LIZE@yahoo.fr;member;Barco;installation et exploitation de materiel video
1942196;Constantin;LIZE;H;Constantin.LIZE@centralesupelec.fr,Constantin.LIZE@yahoo.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1942196;Constantin;LIZE;H;Constantin.LIZE@centralesupelec.fr,Constantin.LIZE@yahoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6370815;Marie-Josee;FRADIN;W;Marie-Josee.FRADIN@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6370815;Marie-Josee;FRADIN;W;Marie-Josee.FRADIN@centralesupelec.fr;member;Sono;
6370815;Marie-Josee;FRADIN;W;Marie-Josee.FRADIN@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
5905613;Fany;LE ROY;W;Fany.LE ROY@centralesupelec.fr,Fany.LE ROY@hotmail.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
5905613;Fany;LE ROY;W;Fany.LE ROY@centralesupelec.fr,Fany.LE ROY@hotmail.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
9060073;Gilbert;MARQUET;M;Gilbert.MARQUET@centralesupelec.fr,Gilbert.MARQUET@sfr.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9060073;Gilbert;MARQUET;M;Gilbert.MARQUET@centralesupelec.fr,Gilbert.MARQUET@sfr.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9060073;Gilbert;MARQUET;M;Gilbert.MARQUET@centralesupelec.fr,Gilbert.MARQUET@sfr.fr;member;Impact;
2184742;Halima;CHALLIER;fille;Halima.CHALLIER@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
2184742;Halima;CHALLIER;fille;Halima.CHALLIER@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1562758;Pascaline;DUPONT;W;Pascaline.DUPONT@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1562758;Pascaline;DUPONT;W;Pascaline.DUPONT@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1562758;Pascaline;DUPONT;W;Pascaline.DUPONT@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3552069;Francisco;BIEMON;H;Francisco.BIEMON@centralesupelec.fr,Francisco.BIEMON@yahoo.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
3552069;Francisco;BIEMON;H;Francisco.BIEMON@centralesupelec.fr,Francisco.BIEMON@yahoo.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
3552069;Francisco;BIEMON;H;Francisco.BIEMON@centralesupelec.fr,Francisco.BIEMON@yahoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6690661;Flavie;BEAUPERIN;fille;Flavie.BEAUPERIN@centralesupelec.fr,Flavie.BEAUPERIN@yahoo.fr;member;Barco;installation et exploitation de materiel video
6690661;Flavie;BEAUPERIN;fille;Flavie.BEAUPERIN@centralesupelec.fr,Flavie.BEAUPERIN@yahoo.fr;member;Sono;
6690661;Flavie;BEAUPERIN;fille;Flavie.BEAUPERIN@centralesupelec.fr,Flavie.BEAUPERIN@yahoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6555383;Bruce;BEAUFRETON;garçon;Bruce.BEAUFRETON@centralesupelec.fr,Bruce.BEAUFRETON@hotmail.com;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3806289;Frédérique;MOREAU;W;Frederique.MOREAU@centralesupelec.fr,Frederique.MOREAU@sfr.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3806289;Frédérique;MOREAU;W;Frederique.MOREAU@centralesupelec.fr,Frederique.MOREAU@sfr.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3806289;Frédérique;MOREAU;W;Frederique.MOREAU@centralesupelec.fr,Frederique.MOREAU@sfr.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5668218;Gildas;LIBAUD;garçon;Gildas.LIBAUD@centralesupelec.fr;member;Impact;
5902875;Olivier;MAHE;M;Olivier.MAHE@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7035795;Bénédicte;ETOURNEUX;garçon;Benedicte.ETOURNEUX@centralesupelec.fr;member;Impact;
7035795;Bénédicte;ETOURNEUX;garçon;Benedicte.ETOURNEUX@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
7035795;Bénédicte;ETOURNEUX;garçon;Benedicte.ETOURNEUX@centralesupelec.fr;member;Sono;
1841688;Anne-Yvonne;BITEAU;W;Anne-Yvonne.BITEAU@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1841688;Anne-Yvonne;BITEAU;W;Anne-Yvonne.BITEAU@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1841688;Anne-Yvonne;BITEAU;W;Anne-Yvonne.BITEAU@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
8354927;Jean-Georges;LEPAGE;H;Jean-Georges.LEPAGE@centralesupelec.fr,Jean-Georges.LEPAGE@yahoo.com;member;Sono;
8354927;Jean-Georges;LEPAGE;H;Jean-Georges.LEPAGE@centralesupelec.fr,Jean-Georges.LEPAGE@yahoo.com;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
4434849;Gisèle;ANDRAULT;W;Gisele.ANDRAULT@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
4434849;Gisèle;ANDRAULT;W;Gisele.ANDRAULT@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
4434849;Gisèle;ANDRAULT;W;Gisele.ANDRAULT@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2506071;Anne-Claire;JADEAU;fille;Anne-Claire.JADEAU@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
2506071;Anne-Claire;JADEAU;fille;Anne-Claire.JADEAU@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
2506071;Anne-Claire;JADEAU;fille;Anne-Claire.JADEAU@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6802351;Muguette;MONNIER;W;Muguette.MONNIER@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
15560;Astride;MAROLLEAU;F;Astride.MAROLLEAU@centralesupelec.fr,Astride.MAROLLEAU@wanadoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
15560;Astride;MAROLLEAU;F;Astride.MAROLLEAU@centralesupelec.fr,Astride.MAROLLEAU@wanadoo.fr;member;Barco;installation et exploitation de materiel video
2892019;Fatima;PONTONNIER;W;Fatima.PONTONNIER@centralesupelec.fr,Fatima.PONTONNIER@free.fr;member;Sono;
2892019;Fatima;PONTONNIER;W;Fatima.PONTONNIER@centralesupelec.fr,Fatima.PONTONNIER@free.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1663405;Lilianne;BUCHER;F;Lilianne.BUCHER@centralesupelec.fr,Lilianne.BUCHER@free.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1663405;Lilianne;BUCHER;F;Lilianne.BUCHER@centralesupelec.fr,Lilianne.BUCHER@free.fr;member;Sono;
1710322;Siegfried;GRANDIN;H;Siegfried.GRANDIN@centralesupelec.fr,Siegfried.GRANDIN@hotmail.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2854528;Yannik;MANDIN;garçon;Yannik.MANDIN@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
3615984;Corinne;SAVARIT;H;Corinne.SAVARIT@centralesupelec.fr,Corinne.SAVARIT@sfr.fr;member;Sono;
7970054;Soraya;BRECHET;F;Soraya.BRECHET@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1946951;Ladislas;LIBAUD;garçon;Ladislas.LIBAUD@centralesupelec.fr,Ladislas.LIBAUD@orange.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1946951;Ladislas;LIBAUD;garçon;Ladislas.LIBAUD@centralesupelec.fr,Ladislas.LIBAUD@orange.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
1946951;Ladislas;LIBAUD;garçon;Ladislas.LIBAUD@centralesupelec.fr,Ladislas.LIBAUD@orange.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
3228023;Gaël;BOUGET;garçon;Gael.BOUGET@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
3228023;Gaël;BOUGET;garçon;Gael.BOUGET@centralesupelec.fr;member;Impact;
583497;Gaelle;MAHOT;fille;Gaelle.MAHOT@centralesupelec.fr,Gaelle.MAHOT@yahoo.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8826644;Marguerite;RAPICAULT;F;Marguerite.RAPICAULT@centralesupelec.fr;member;Sono;
1954763;Emile;RICHER;H;Emile.RICHER@centralesupelec.fr,Emile.RICHER@yahoo.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6804773;Aurélien;HOMER;garçon;Aurelien.HOMER@centralesupelec.fr,Aurelien.HOMER@hotmail.fr;member;Barco;installation et exploitation de materiel video
6804773;Aurélien;HOMER;garçon;Aurelien.HOMER@centralesupelec.fr,Aurelien.HOMER@hotmail.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6804773;Aurélien;HOMER;garçon;Aurelien.HOMER@centralesupelec.fr,Aurelien.HOMER@hotmail.fr;member;Sono;
9365834;Marie-Charlotte;PRUD HOMME;W;Marie-Charlotte.PRUD HOMME@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9365834;Marie-Charlotte;PRUD HOMME;W;Marie-Charlotte.PRUD HOMME@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
9365834;Marie-Charlotte;PRUD HOMME;W;Marie-Charlotte.PRUD HOMME@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9179052;Georgette;SALLE;garçon;Georgette.SALLE@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
9179052;Georgette;SALLE;garçon;Georgette.SALLE@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
7777355;Marie-Hélène;BENETEAU;garçon;Marie-Helene.BENETEAU@centralesupelec.fr,Marie-Helene.BENETEAU@hotmail.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
7777355;Marie-Hélène;BENETEAU;garçon;Marie-Helene.BENETEAU@centralesupelec.fr,Marie-Helene.BENETEAU@hotmail.com;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2385208;Bertille;MOUILLE;W;Bertille.MOUILLE@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
2385208;Bertille;MOUILLE;W;Bertille.MOUILLE@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
2385208;Bertille;MOUILLE;W;Bertille.MOUILLE@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9710923;Yannick;VEAU;F;Yannick.VEAU@centralesupelec.fr,Yannick.VEAU@yahoo.com;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9710923;Yannick;VEAU;F;Yannick.VEAU@centralesupelec.fr,Yannick.VEAU@yahoo.com;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8024999;Pierre-Michel;LOISON;M;Pierre-Michel.LOISON@centralesupelec.fr,Pierre-Michel.LOISON@yahoo.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
912013;Bénédicte;CARRE;garçon;Benedicte.CARRE@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
860488;Malou;PIFFARD;fille;Malou.PIFFARD@centralesupelec.fr,Malou.PIFFARD@hotmail.com;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
860488;Malou;PIFFARD;fille;Malou.PIFFARD@centralesupelec.fr,Malou.PIFFARD@hotmail.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
860488;Malou;PIFFARD;fille;Malou.PIFFARD@centralesupelec.fr,Malou.PIFFARD@hotmail.com;member;Impact;
1884033;Carine;REVEILLERE;F;Carine.REVEILLERE@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1884033;Carine;REVEILLERE;F;Carine.REVEILLERE@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
8512871;Adeline;PIRONNEAU;W;Adeline.PIRONNEAU@centralesupelec.fr,Adeline.PIRONNEAU@yahoo.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1737366;Alvaro;LAMBERT;garçon;Alvaro.LAMBERT@centralesupelec.fr,Alvaro.LAMBERT@yahoo.com;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1737366;Alvaro;LAMBERT;garçon;Alvaro.LAMBERT@centralesupelec.fr,Alvaro.LAMBERT@yahoo.com;member;Sono;
