student_number;first_name;last_name;gender;email_addresses;registration_date;payment_date;registration_fee;event_year
5261469;Veronique;PAVIE;fille;Veronique.PAVIE@centralesupelec.fr;September 28, 2016;September 28, 2016;25.5e;2017
1946951;Ladislas;LIBAUD;garçon;Ladislas.LIBAUD@centralesupelec.fr,Ladislas.LIBAUD@orange.fr;October 04, 2016;October 04, 2016;25,5 E;2017
3228023;Gaël;BOUGET;garçon;Gael.BOUGET@centralesupelec.fr;22 septembre 2016;;25.5 E;2017
583497;Gaelle;MAHOT;fille;Gaelle.MAHOT@centralesupelec.fr,Gaelle.MAHOT@yahoo.fr;13/09/2016;13/09/2016;25.5euros;2017
8826644;Marguerite;RAPICAULT;F;Marguerite.RAPICAULT@centralesupelec.fr;September 30, 2016;September 30, 2016;25.5 e;2017
1954763;Emile;RICHER;H;Emile.RICHER@centralesupelec.fr,Emile.RICHER@yahoo.fr;October 08, 2016;October 08, 2016;25,5euro;2017
6804773;Aurélien;HOMER;garçon;Aurelien.HOMER@centralesupelec.fr,Aurelien.HOMER@hotmail.fr;October 21, 2016;October 21, 2016;25.5E;2017
7327945;Dolorès;GAUGAIN;fille;Dolores.GAUGAIN@centralesupelec.fr;2016/10/08;2016/10/08;25,5;2017
1535695;Monique;HARDOUIN;garçon;Monique.HARDOUIN@centralesupelec.fr,Monique.HARDOUIN@yahoo.com;05/10/2016;05/10/2016;25,5 euros;2017
9365834;Marie-Charlotte;PRUD HOMME;W;Marie-Charlotte.PRUD HOMME@centralesupelec.fr;18/10/2016;;25.5;2017
9396096;Claude;MAROT;F;Claude.MAROT@centralesupelec.fr,Claude.MAROT@free.fr;05/10/2016;04/11/2016;25.5 euros;2017
9179052;Georgette;SALLE;garçon;Georgette.SALLE@centralesupelec.fr;September 19, 2016;September 19, 2016;25,5;2017
7777355;Marie-Hélène;BENETEAU;garçon;Marie-Helene.BENETEAU@centralesupelec.fr,Marie-Helene.BENETEAU@hotmail.com;October 17, 2016;October 17, 2016;25.5 E;2017
2385208;Bertille;MOUILLE;W;Bertille.MOUILLE@centralesupelec.fr;09/10/2016;November 08, 2016;25.5;2017
3654438;Walter;LAVENIER;H;Walter.LAVENIER@centralesupelec.fr,Walter.LAVENIER@hotmail.com;17/10/2016;17/10/2016;25.5euros;2017
9710923;Yannick;VEAU;F;Yannick.VEAU@centralesupelec.fr,Yannick.VEAU@yahoo.com;16/09/2016;16/09/2016;25.5 E;2017
8024999;Pierre-Michel;LOISON;M;Pierre-Michel.LOISON@centralesupelec.fr,Pierre-Michel.LOISON@yahoo.com;06/10/2016;06/10/2016;25,5euros;2017
912013;Bénédicte;CARRE;garçon;Benedicte.CARRE@centralesupelec.fr;October 10, 2016;October 10, 2016;25.5E;2017
860488;Malou;PIFFARD;fille;Malou.PIFFARD@centralesupelec.fr,Malou.PIFFARD@hotmail.com;October 18, 2016;October 18, 2016;25,5 euro;2017
785189;Philippe;POINTEAU;M;Philippe.POINTEAU@centralesupelec.fr,Philippe.POINTEAU@free.fr;2016/09/26;2016/09/26;25,5euro;2017
9061188;Omar;BERTAUD;H;Omar.BERTAUD@centralesupelec.fr;05 octobre 2016;05 octobre 2016;25,5e;2017
9585535;Félicie;SOULARD;fille;Felicie.SOULARD@centralesupelec.fr;2016/09/14;2016/09/14;25.5e;2017
8486227;Marie-Michèle;PERRAULT;fille;Marie-Michele.PERRAULT@centralesupelec.fr,Marie-Michele.PERRAULT@sfr.fr;18 septembre 2016;2016/10/18;25.5euros;2017
4049986;Natalie;MILLERAND;F;Natalie.MILLERAND@centralesupelec.fr;27/09/2016;;25.5 euro;2017
1542780;Peggy;GENDRY;W;Peggy.GENDRY@centralesupelec.fr,Peggy.GENDRY@hotmail.fr;14/09/2016;14 octobre 2016;25,5euros;2017
4207744;Gaby;PANNEAU;H;Gaby.PANNEAU@centralesupelec.fr,Gaby.PANNEAU@orange.fr;01 octobre 2016;01 octobre 2016;25,5 E;2017
1116284;Marian;LEMAITRE;garçon;Marian.LEMAITRE@centralesupelec.fr;03/10/2016;03/10/2016;25,5 euros;2017
7706672;Vivien;CHEVAL;M;Vivien.CHEVAL@centralesupelec.fr,Vivien.CHEVAL@hotmail.com;26 septembre 2016;26 septembre 2016;25.5e;2017
4433959;Marie-Helene;NOEL;F;Marie-Helene.NOEL@centralesupelec.fr;2016/10/18;2016/10/18;25,5 E;2017
1884033;Carine;REVEILLERE;F;Carine.REVEILLERE@centralesupelec.fr;22 octobre 2016;22 octobre 2016;25,5 E;2017
8387309;Joël;HARDOU;F;Joel.HARDOU@centralesupelec.fr;September 13, 2016;October 13, 2016;25,5 euro;2017
866293;Lise-Marie;SAUVETRE;W;Lise-Marie.SAUVETRE@centralesupelec.fr,Lise-Marie.SAUVETRE@free.fr;October 19, 2016;November 18, 2016;25.5E;2017
9492774;Dorothée;PINARD;fille;Dorothee.PINARD@centralesupelec.fr;2016/09/15;2016/10/15;25,5E;2017
423898;Hafida;BOUGREAU;W;Hafida.BOUGREAU@centralesupelec.fr;22/10/2016;22/10/2016;25,5;2017
1175545;Jacki;BEZIE;garçon;Jacki.BEZIE@centralesupelec.fr;2016/09/26;26/10/2016;25,5 E;2017
494042;Katell;PAYRAUDEAU;F;Katell.PAYRAUDEAU@centralesupelec.fr,Katell.PAYRAUDEAU@yahoo.com;October 22, 2016;October 22, 2016;25,5;2017
8512871;Adeline;PIRONNEAU;W;Adeline.PIRONNEAU@centralesupelec.fr,Adeline.PIRONNEAU@yahoo.fr;12/09/2016;12/09/2016;25,5 E;2017
1737366;Alvaro;LAMBERT;garçon;Alvaro.LAMBERT@centralesupelec.fr,Alvaro.LAMBERT@yahoo.com;October 20, 2016;19 novembre 2016;25.5e;2017
1950948;Marinette;CERISIER;fille;Marinette.CERISIER@centralesupelec.fr,Marinette.CERISIER@yahoo.com;27 septembre 2016;27 septembre 2016;25,5 e;2017
7761100;Karl;BOUTET;H;Karl.BOUTET@centralesupelec.fr,Karl.BOUTET@sfr.fr;October 16, 2016;October 16, 2016;25.5;2017
7009087;Daniela;POILANE;fille;Daniela.POILANE@centralesupelec.fr;2016/10/11;2016/10/11;25.5e;2017
6424608;Marie-Lise;JOUAN;F;Marie-Lise.JOUAN@centralesupelec.fr,Marie-Lise.JOUAN@yahoo.fr;October 12, 2016;October 12, 2016;25.5 euros;2017
4121585;Colombe;LENOGUE;fille;Colombe.LENOGUE@centralesupelec.fr,Colombe.LENOGUE@yahoo.fr;21 octobre 2016;21 octobre 2016;25.5 euros;2017
7747843;Julio;COTTIN;M;Julio.COTTIN@centralesupelec.fr,Julio.COTTIN@hotmail.fr;October 06, 2016;2016/11/05;25,5euro;2017
4583912;Clothilde;BACHELOT;F;Clothilde.BACHELOT@centralesupelec.fr,Clothilde.BACHELOT@yahoo.fr;23 septembre 2016;23 septembre 2016;25,5 euros;2017
4651705;Raphaële;PROVOST;W;Raphaele.PROVOST@centralesupelec.fr;2016/09/24;2016/09/24;25.5;2017
934964;Anny;VOISINE;fille;Anny.VOISINE@centralesupelec.fr,Anny.VOISINE@yahoo.fr;2016/10/21;2016/10/21;25,5euros;2017
7224833;Mariannick;DERSOIR;F;Mariannick.DERSOIR@centralesupelec.fr;2016/09/29;29/10/2016;25.5 E;2017
4647388;Pascale;BASSET;fille;Pascale.BASSET@centralesupelec.fr;15/10/2016;15/10/2016;25,5 e;2017
4017805;Arsène;GALICHET;garçon;Arsene.GALICHET@centralesupelec.fr,Arsene.GALICHET@yahoo.com;October 11, 2016;October 11, 2016;25.5 e;2017
8261444;Anick;PICHAUD;W;Anick.PICHAUD@centralesupelec.fr;25/09/2016;25/09/2016;25.5 E;2017
4884321;Geneviève;BLON;M;Genevieve.BLON@centralesupelec.fr,Genevieve.BLON@orange.fr;22/10/2016;22/10/2016;25.5 E;2017
5499953;Jim;GACHET;garçon;Jim.GACHET@centralesupelec.fr,Jim.GACHET@sfr.fr;21/09/2016;;25,5euros;2017
4407803;Mohamed;LACROIX;garçon;Mohamed.LACROIX@centralesupelec.fr;October 18, 2016;October 18, 2016;25.5e;2017
606392;Cédric;ANDORIN;H;Cedric.ANDORIN@centralesupelec.fr;2016/09/25;;25.5 e;2017
455954;Florian;DIDIER;H;Florian.DIDIER@centralesupelec.fr;11 septembre 2016;11 octobre 2016;25,5euro;2017
3079755;Marie-Therese;RIBAULT;W;Marie-Therese.RIBAULT@centralesupelec.fr;17/10/2016;17/10/2016;25.5 E;2017
923898;Alban;PERRAY;H;Alban.PERRAY@centralesupelec.fr,Alban.PERRAY@wanadoo.fr;2016/10/23;22 novembre 2016;25.5 euros;2017
5568177;Jean-Guillaume;BORDEAU;H;Jean-Guillaume.BORDEAU@centralesupelec.fr,Jean-Guillaume.BORDEAU@sfr.fr;2016/10/08;2016/10/08;25.5e;2017
3928901;Jluc;DESCHAMPS;H;Jluc.DESCHAMPS@centralesupelec.fr;09/10/2016;09/10/2016;25.5e;2017
3887446;Yolène;FRUCHET;F;Yolene.FRUCHET@centralesupelec.fr;October 06, 2016;October 06, 2016;25,5euro;2017
2284632;Jean-Hervé;DA SILVA;H;Jean-Herve.DA SILVA@centralesupelec.fr;October 03, 2016;02/11/2016;25,5;2017
9341406;Joachim;PLUMEJEAU;H;Joachim.PLUMEJEAU@centralesupelec.fr,Joachim.PLUMEJEAU@google.com;22/09/2016;22/09/2016;25,5 e;2017
1674550;Vivian;HACAULT;garçon;Vivian.HACAULT@centralesupelec.fr;16 septembre 2016;16 septembre 2016;25,5e;2017
9848855;Lysianne;BEILLARD;fille;Lysianne.BEILLARD@centralesupelec.fr,Lysianne.BEILLARD@google.com;2016/10/09;2016/10/09;25,5euro;2017
7894397;Jean Maurice;REIGNIER;M;Jean Maurice.REIGNIER@centralesupelec.fr,Jean Maurice.REIGNIER@google.com;October 22, 2016;October 22, 2016;25,5euros;2017
9483832;Carmelo;BARBIN;M;Carmelo.BARBIN@centralesupelec.fr;12/09/2016;12/09/2016;25,5 E;2017
1347587;Josyane;CHEMINEAU;W;Josyane.CHEMINEAU@centralesupelec.fr,Josyane.CHEMINEAU@orange.fr;2016/09/15;2016/09/15;25.5euros;2017
1143837;Sergio;BOURON;garçon;Sergio.BOURON@centralesupelec.fr;2016/10/11;2016/10/11;25.5 E;2017
1173540;Karin;GENTILHOMME;W;Karin.GENTILHOMME@centralesupelec.fr;20/09/2016;;25.5e;2017
492491;Stéphan;OUVRARD;garçon;Stephan.OUVRARD@centralesupelec.fr,Stephan.OUVRARD@yahoo.fr;October 17, 2016;October 17, 2016;25,5 E;2017
1032378;Frantz;PREZELIN;M;Frantz.PREZELIN@centralesupelec.fr,Frantz.PREZELIN@orange.fr;2016/10/26;2016/10/26;25.5 E;2017
1003065;Jean-Frédéric;DAVIAUD;M;Jean-Frederic.DAVIAUD@centralesupelec.fr;11 septembre 2016;11 septembre 2016;25.5;2017
3121003;Marie Line;DESGRE;fille;Marie Line.DESGRE@centralesupelec.fr;2016/09/11;2016/10/11;25.5;2017
6124965;Marie Jeanne;RICHE;F;Marie Jeanne.RICHE@centralesupelec.fr,Marie Jeanne.RICHE@free.fr;2016/09/23;2016/09/23;25.5euro;2017
6723978;Jean Bernard;BLANCHET;M;Jean Bernard.BLANCHET@centralesupelec.fr,Jean Bernard.BLANCHET@google.com;30/09/2016;30/10/2016;25.5 euros;2017
1696413;Pierre André;LIZE;M;Pierre Andre.LIZE@centralesupelec.fr,Pierre Andre.LIZE@yahoo.com;24/09/2016;24/10/2016;25.5 e;2017
7076940;Michele;FAUCHARD;M;Michele.FAUCHARD@centralesupelec.fr;15 septembre 2016;15/10/2016;25,5euros;2017
7341242;Richard;CRASNIER;garçon;Richard.CRASNIER@centralesupelec.fr,Richard.CRASNIER@wanadoo.fr;October 26, 2016;October 26, 2016;25.5e;2017
5679520;Ismaël;DIXNEUF;M;Ismael.DIXNEUF@centralesupelec.fr;2016/09/11;2016/09/11;25.5euros;2017
4167770;Annonciade;GODIN;W;Annonciade.GODIN@centralesupelec.fr,Annonciade.GODIN@free.fr;06 octobre 2016;06 octobre 2016;25,5 E;2017
1579065;Francis;LATTE;M;Francis.LATTE@centralesupelec.fr,Francis.LATTE@orange.fr;18/10/2016;18/10/2016;25.5 e;2017
5564971;Rachida;COUVREUX;F;Rachida.COUVREUX@centralesupelec.fr,Rachida.COUVREUX@yahoo.fr;17 octobre 2016;17 octobre 2016;25,5euros;2017
8851085;Coralie;LATTE;W;Coralie.LATTE@centralesupelec.fr,Coralie.LATTE@yahoo.fr;05/10/2016;05/10/2016;25.5 e;2017
36833;Octave;HIVERT;M;Octave.HIVERT@centralesupelec.fr,Octave.HIVERT@google.com;19/10/2016;19/10/2016;25.5e;2017
7779709;Valerie;FRAQUET;H;Valerie.FRAQUET@centralesupelec.fr,Valerie.FRAQUET@free.fr;October 11, 2016;October 11, 2016;25.5E;2017
7889033;Coralie;CHEVET;W;Coralie.CHEVET@centralesupelec.fr;2016/10/26;November 25, 2016;25,5euros;2017
7908933;Stéphane;BAUDOUIN;M;Stephane.BAUDOUIN@centralesupelec.fr;October 19, 2016;October 19, 2016;25.5euros;2017
7323499;Donald;TISON;garçon;Donald.TISON@centralesupelec.fr,Donald.TISON@hotmail.fr;30/09/2016;30/10/2016;25.5;2017
9302400;Karim;NAULEAU;H;Karim.NAULEAU@centralesupelec.fr;October 06, 2016;October 06, 2016;25.5 euros;2017
1178592;Christine;PROUST;H;Christine.PROUST@centralesupelec.fr;14/10/2016;14/10/2016;25.5 E;2017
8132386;Mounir;HERBERT;garçon;Mounir.HERBERT@centralesupelec.fr;25 octobre 2016;25 octobre 2016;25.5euros;2017
6519861;Stephane;PERCHERON;H;Stephane.PERCHERON@centralesupelec.fr,Stephane.PERCHERON@google.com;2016/10/13;2016/10/13;25,5 euro;2017
9790480;Nordine;GRASSET;M;Nordine.GRASSET@centralesupelec.fr;2016/10/06;2016/10/06;25,5 euros;2017
40525;Renee;HOUDIN;W;Renee.HOUDIN@centralesupelec.fr;2016/10/24;2016/10/24;25.5E;2017
4424888;Norbert;DELOUCHE;garçon;Norbert.DELOUCHE@centralesupelec.fr;2016/09/13;2016/09/13;25.5euro;2017
979747;Suzanne;POUPELIN;fille;Suzanne.POUPELIN@centralesupelec.fr,Suzanne.POUPELIN@yahoo.fr;14 septembre 2016;14 septembre 2016;25.5euro;2017
7298401;Gwenaelle;LAVENIER;F;Gwenaelle.LAVENIER@centralesupelec.fr,Gwenaelle.LAVENIER@yahoo.com;15 octobre 2016;15 octobre 2016;25.5euro;2017
127028;Gilda;MENET;fille;Gilda.MENET@centralesupelec.fr;11 septembre 2016;11/10/2016;25.5;2017
3859477;Narcisse;DALIFARD;M;Narcisse.DALIFARD@centralesupelec.fr,Narcisse.DALIFARD@yahoo.com;October 19, 2016;October 19, 2016;25.5 euro;2017
93782;Suzanne;AUBRY;H;Suzanne.AUBRY@centralesupelec.fr;14 septembre 2016;14 septembre 2016;25.5 E;2017
8156351;Eugène;ANDRE;M;Eugene.ANDRE@centralesupelec.fr,Eugene.ANDRE@yahoo.fr;2016/10/07;2016/10/07;25,5E;2017
5749366;Marie-Angèle;RIVRON;W;Marie-Angele.RIVRON@centralesupelec.fr,Marie-Angele.RIVRON@free.fr;2016/10/26;2016/10/26;25.5 e;2017
7875661;Luciano;CHAILLOU;H;Luciano.CHAILLOU@centralesupelec.fr;October 02, 2016;October 02, 2016;25,5 E;2017
8018418;Marianne;GALLET;M;Marianne.GALLET@centralesupelec.fr,Marianne.GALLET@free.fr;22/09/2016;22/09/2016;25,5E;2017
2400708;Anne-Yvonne;DEHOUX;F;Anne-Yvonne.DEHOUX@centralesupelec.fr,Anne-Yvonne.DEHOUX@google.com;October 18, 2016;October 18, 2016;25,5E;2017
4226631;Thierry;MIGNOT;M;Thierry.MIGNOT@centralesupelec.fr,Thierry.MIGNOT@orange.fr;2016/10/13;2016/10/13;25.5;2017
9921861;Sylvestre;DEVY;H;Sylvestre.DEVY@centralesupelec.fr;2016/09/30;;25.5 euros;2017
4238144;Jean Christophe;CERIZIER;H;Jean Christophe.CERIZIER@centralesupelec.fr,Jean Christophe.CERIZIER@yahoo.com;2016/10/12;2016/10/12;25.5;2017
276573;Marie-Noelle;AUMOND;W;Marie-Noelle.AUMOND@centralesupelec.fr;11/09/2016;11/09/2016;25,5 E;2017
5884030;Jean Pierre;JEANNEAU;M;Jean Pierre.JEANNEAU@centralesupelec.fr;October 04, 2016;October 04, 2016;25.5 euros;2017
248790;Isidore;ROSSIGNOL;H;Isidore.ROSSIGNOL@centralesupelec.fr,Isidore.ROSSIGNOL@orange.fr;27/09/2016;27/10/2016;25,5 E;2017
378085;Prosper;HUCHON;H;Prosper.HUCHON@centralesupelec.fr;19 octobre 2016;2016/11/18;25,5e;2017
7183635;Marie-Jeanne;DUBREUIL;garçon;Marie-Jeanne.DUBREUIL@centralesupelec.fr;September 21, 2016;September 21, 2016;25.5;2017
6218844;Meriem;CHUDEAU;W;Meriem.CHUDEAU@centralesupelec.fr;26 septembre 2016;26 septembre 2016;25,5;2017
8449224;Ahmed;LHERMITEAU;H;Ahmed.LHERMITEAU@centralesupelec.fr,Ahmed.LHERMITEAU@orange.fr;11/09/2016;2016/10/11;25.5;2017
7476598;Baptiste;LEFEVRE;H;Baptiste.LEFEVRE@centralesupelec.fr;2016/09/26;2016/09/26;25,5e;2017
7062366;Jeremie;RICOU;H;Jeremie.RICOU@centralesupelec.fr,Jeremie.RICOU@wanadoo.fr;September 13, 2016;13 octobre 2016;25,5e;2017
9754036;Dorothée;BIENVENU;W;Dorothee.BIENVENU@centralesupelec.fr;2016/10/15;2016/10/15;25,5;2017
3662800;Ghislène;ALLAIRE;fille;Ghislene.ALLAIRE@centralesupelec.fr;12 septembre 2016;12 septembre 2016;25.5euros;2017
7279332;Lorène;TREMBLAY;W;Lorene.TREMBLAY@centralesupelec.fr,Lorene.TREMBLAY@hotmail.fr;2016/10/07;2016/10/07;25.5euro;2017
9515545;Claudy;GABORY;F;Claudy.GABORY@centralesupelec.fr,Claudy.GABORY@orange.fr;October 14, 2016;October 14, 2016;25,5euro;2017
5148985;Jean-Fred;FRIBAULT;H;Jean-Fred.FRIBAULT@centralesupelec.fr,Jean-Fred.FRIBAULT@wanadoo.fr;24 octobre 2016;24 octobre 2016;25,5;2017
4082658;Francis;FROUIN;H;Francis.FROUIN@centralesupelec.fr;2016/09/27;October 27, 2016;25.5euros;2017
1978626;Rolande;ROUAULT;F;Rolande.ROUAULT@centralesupelec.fr,Rolande.ROUAULT@sfr.fr;September 28, 2016;September 28, 2016;25,5 euros;2017
8113264;Georges;TRICOT;garçon;Georges.TRICOT@centralesupelec.fr,Georges.TRICOT@yahoo.fr;09 octobre 2016;09 octobre 2016;25,5euros;2017
355898;Patricia;GODICHEAU;M;Patricia.GODICHEAU@centralesupelec.fr;01 octobre 2016;01 octobre 2016;25.5euro;2017
9849743;Jean-Rémi;GUICHETEAU;garçon;Jean-Remi.GUICHETEAU@centralesupelec.fr,Jean-Remi.GUICHETEAU@google.com;September 13, 2016;September 13, 2016;25,5;2017
3355127;Patric;REVAULT;M;Patric.REVAULT@centralesupelec.fr,Patric.REVAULT@free.fr;2016/09/16;2016/09/16;25.5 euro;2017
3614841;Jeanne Marie;HERY;F;Jeanne Marie.HERY@centralesupelec.fr;08 octobre 2016;07 novembre 2016;25.5e;2017
7601491;Vincenza;HOUDAYER;F;Vincenza.HOUDAYER@centralesupelec.fr;2016/10/17;2016/10/17;25,5 e;2017
9777115;Solange;CHEVALIER;F;Solange.CHEVALIER@centralesupelec.fr;2016/10/26;2016/10/26;25,5 E;2017
997790;Augustine;GABORY;fille;Augustine.GABORY@centralesupelec.fr;22/10/2016;2016/11/21;25,5 euros;2017
8747513;Jean André;BELOUIN;garçon;Jean Andre.BELOUIN@centralesupelec.fr;2016/09/15;2016/09/15;25.5 E;2017
1644484;Vanessa;OGEREAU;W;Vanessa.OGEREAU@centralesupelec.fr,Vanessa.OGEREAU@sfr.fr;2016/10/25;2016/10/25;25.5e;2017
2883408;Fernando;BENARD;M;Fernando.BENARD@centralesupelec.fr;2016/09/27;2016/09/27;25.5;2017
1647802;Marianne;BESSON;W;Marianne.BESSON@centralesupelec.fr;2016/10/25;2016/10/25;25,5euros;2017
9437095;Werner;HULLIN;M;Werner.HULLIN@centralesupelec.fr,Werner.HULLIN@yahoo.com;October 21, 2016;;25.5euros;2017
5234188;Paul-Henri;LAILLER;garçon;Paul-Henri.LAILLER@centralesupelec.fr;September 14, 2016;September 14, 2016;25,5E;2017
9405837;Marinette;JURET;W;Marinette.JURET@centralesupelec.fr,Marinette.JURET@free.fr;October 26, 2016;October 26, 2016;25.5 E;2017
3500040;Frédérique;EVAIN;fille;Frederique.EVAIN@centralesupelec.fr,Frederique.EVAIN@yahoo.com;September 18, 2016;September 18, 2016;25.5 E;2017
4816761;Mickaël;BROUSSEAU;H;Mickael.BROUSSEAU@centralesupelec.fr,Mickael.BROUSSEAU@google.com;26 septembre 2016;2016/10/26;25.5 E;2017
9094742;Thérèse-Marie;THOMAS;F;Therese-Marie.THOMAS@centralesupelec.fr;October 04, 2016;;25,5 E;2017
7311187;Hugo;DESHAYES;M;Hugo.DESHAYES@centralesupelec.fr,Hugo.DESHAYES@free.fr;2016/09/20;20/10/2016;25,5e;2017
3114424;Michele;GAILLARD;M;Michele.GAILLARD@centralesupelec.fr;September 29, 2016;2016/10/29;25,5 euros;2017
9127865;Pierre-Marie;PITON;H;Pierre-Marie.PITON@centralesupelec.fr,Pierre-Marie.PITON@sfr.fr;2016/09/19;19/10/2016;25.5euros;2017
5928897;Assia;TELLIER;F;Assia.TELLIER@centralesupelec.fr;2016/09/28;2016/09/28;25,5E;2017
5964769;Joseph;LAIGLE;W;Joseph.LAIGLE@centralesupelec.fr,Joseph.LAIGLE@free.fr;20 octobre 2016;20 octobre 2016;25,5e;2017
5107261;Gina;BOLTEAU;fille;Gina.BOLTEAU@centralesupelec.fr;October 26, 2016;October 26, 2016;25.5 e;2017
6787143;Steve;BONTEMPS;M;Steve.BONTEMPS@centralesupelec.fr;October 22, 2016;October 22, 2016;25,5E;2017
8516750;Irénée;DEVEAU;garçon;Irenee.DEVEAU@centralesupelec.fr;2016/09/30;2016/09/30;25,5e;2017
5352488;Pauline;JOLIVET;F;Pauline.JOLIVET@centralesupelec.fr,Pauline.JOLIVET@free.fr;2016/10/19;2016/11/18;25.5;2017
7101049;Daniela;DINAND;fille;Daniela.DINAND@centralesupelec.fr;October 10, 2016;October 10, 2016;25,5E;2017
906048;Hélène;LEMARCHAND;fille;Helene.LEMARCHAND@centralesupelec.fr,Helene.LEMARCHAND@yahoo.com;19/09/2016;19/09/2016;25.5 e;2017
4196210;Michelle;LEVEQUE;garçon;Michelle.LEVEQUE@centralesupelec.fr,Michelle.LEVEQUE@yahoo.com;19 septembre 2016;19/10/2016;25.5 euro;2017
7370710;Jean-Loup;RORTEAU;garçon;Jean-Loup.RORTEAU@centralesupelec.fr,Jean-Loup.RORTEAU@wanadoo.fr;14/10/2016;November 13, 2016;25.5;2017
9034456;Arnold;COUTAND;H;Arnold.COUTAND@centralesupelec.fr,Arnold.COUTAND@hotmail.fr;03/10/2016;03/10/2016;25.5 euros;2017
7528141;Mary;SALE;W;Mary.SALE@centralesupelec.fr,Mary.SALE@yahoo.com;13 septembre 2016;13 septembre 2016;25,5 euros;2017
8710431;Richard;BLUTEAU;M;Richard.BLUTEAU@centralesupelec.fr,Richard.BLUTEAU@hotmail.com;2016/09/16;16 octobre 2016;25.5euro;2017
7662077;Gianni;BARBARIN;M;Gianni.BARBARIN@centralesupelec.fr;October 24, 2016;23 novembre 2016;25.5E;2017
3841145;Anne Sophie;BARDET;F;Anne Sophie.BARDET@centralesupelec.fr;September 15, 2016;September 15, 2016;25.5;2017
519831;Kathy;SALE;F;Kathy.SALE@centralesupelec.fr,Kathy.SALE@hotmail.fr;September 21, 2016;September 21, 2016;25.5E;2017
4219309;Rebecca;PELTIER;F;Rebecca.PELTIER@centralesupelec.fr,Rebecca.PELTIER@yahoo.com;October 15, 2016;2016/11/14;25,5euro;2017
7094369;Laurence;TURPAULT;fille;Laurence.TURPAULT@centralesupelec.fr,Laurence.TURPAULT@yahoo.fr;23 octobre 2016;2016/11/22;25,5 euros;2017
3528;Ericka;GUYOMARD;W;Ericka.GUYOMARD@centralesupelec.fr;2016/10/11;November 10, 2016;25,5 euro;2017
6104660;Jean-Albert;LEMAITRE;H;Jean-Albert.LEMAITRE@centralesupelec.fr;October 26, 2016;25/11/2016;25.5E;2017
4266865;Rachida;VERGNEAU;F;Rachida.VERGNEAU@centralesupelec.fr;2016/09/20;October 20, 2016;25,5e;2017
9030568;Janick;VINCONNEAU;garçon;Janick.VINCONNEAU@centralesupelec.fr,Janick.VINCONNEAU@orange.fr;October 07, 2016;October 07, 2016;25,5;2017
7808312;Valentine;GESLIN;F;Valentine.GESLIN@centralesupelec.fr;17/10/2016;16 novembre 2016;25.5E;2017
9598109;Marie-Rose;LANGE;fille;Marie-Rose.LANGE@centralesupelec.fr,Marie-Rose.LANGE@wanadoo.fr;2016/10/07;2016/10/07;25.5E;2017
9098198;Abdallah;FOUIN;garçon;Abdallah.FOUIN@centralesupelec.fr,Abdallah.FOUIN@yahoo.com;2016/09/17;2016/09/17;25,5euro;2017
5179638;Marine;PERON;W;Marine.PERON@centralesupelec.fr,Marine.PERON@hotmail.fr;26 septembre 2016;26 septembre 2016;25,5e;2017
5438886;Jamila;DALIBON;F;Jamila.DALIBON@centralesupelec.fr;2016/10/13;2016/10/13;25.5 euros;2017
6971046;Lydie;GUEMARD;H;Lydie.GUEMARD@centralesupelec.fr;19/10/2016;18/11/2016;25.5 E;2017
8887467;Djamila;BACLE;F;Djamila.BACLE@centralesupelec.fr;October 22, 2016;October 22, 2016;25,5euros;2017
1079682;Remy;HOUDU;H;Remy.HOUDU@centralesupelec.fr;2016/09/14;2016/09/14;25.5E;2017
4430853;Pierre;DAVY;garçon;Pierre.DAVY@centralesupelec.fr,Pierre.DAVY@google.com;September 22, 2016;September 22, 2016;25.5 euro;2017
8725005;Rolland;LIEVRE;H;Rolland.LIEVRE@centralesupelec.fr,Rolland.LIEVRE@yahoo.fr;18 octobre 2016;November 17, 2016;25.5euro;2017
1321828;Bernard;SAUVAGET;H;Bernard.SAUVAGET@centralesupelec.fr;2016/10/09;2016/11/08;25,5 euro;2017
3509867;Jeannine;PAILLAT;W;Jeannine.PAILLAT@centralesupelec.fr,Jeannine.PAILLAT@free.fr;2016/09/21;October 21, 2016;25.5 e;2017
6396437;Alex;SAULNIER;H;Alex.SAULNIER@centralesupelec.fr;2016/10/24;2016/10/24;25.5e;2017
1372084;Stephan;DELANOUE;H;Stephan.DELANOUE@centralesupelec.fr,Stephan.DELANOUE@yahoo.fr;September 18, 2016;September 18, 2016;25,5;2017
6303380;Hamed;FOUGERE;H;Hamed.FOUGERE@centralesupelec.fr,Hamed.FOUGERE@yahoo.com;25 septembre 2016;25 septembre 2016;25.5 euros;2017
6901811;Mona;CHUDEAU;fille;Mona.CHUDEAU@centralesupelec.fr,Mona.CHUDEAU@wanadoo.fr;11 septembre 2016;11 septembre 2016;25,5euro;2017
1866526;Jean-Raymond;COIGNARD;garçon;Jean-Raymond.COIGNARD@centralesupelec.fr,Jean-Raymond.COIGNARD@yahoo.com;28/09/2016;28/09/2016;25.5 euros;2017
171568;Reynald;HOGNON;garçon;Reynald.HOGNON@centralesupelec.fr;2016/09/13;2016/09/13;25,5euros;2017
2046596;Anabelle;BOUYER;F;Anabelle.BOUYER@centralesupelec.fr,Anabelle.BOUYER@hotmail.fr;2016/09/13;2016/09/13;25.5E;2017
